"","ensembl_gene_id","external_gene_name","description"
"2213","ENSG00000185345","PRKN","parkin RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:8607]"
"2214","ENSG00000187955","COL14A1","collagen type XIV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2191]"
"2215","ENSG00000105245","NUMBL","NUMB like endocytic adaptor protein [Source:HGNC Symbol;Acc:HGNC:8061]"
"2216","ENSG00000095794","CREM","cAMP responsive element modulator [Source:HGNC Symbol;Acc:HGNC:2352]"
"2217","ENSG00000182481","KPNA2","karyopherin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6395]"
"2218","ENSG00000261371","PECAM1","platelet and endothelial cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:8823]"
"2219","ENSG00000241186","TDGF1","teratocarcinoma-derived growth factor 1 [Source:HGNC Symbol;Acc:HGNC:11701]"
"2220","ENSG00000105877","DNAH11","dynein axonemal heavy chain 11 [Source:HGNC Symbol;Acc:HGNC:2942]"
"2221","ENSG00000108854","SMURF2","SMAD specific E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:16809]"
"2222","ENSG00000130816","DNMT1","DNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2976]"
"2223","ENSG00000116815","CD58","CD58 molecule [Source:HGNC Symbol;Acc:HGNC:1688]"
"2224","ENSG00000128731","HERC2","HECT and RLD domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:4868]"
"2225","ENSG00000123838","C4BPA","complement component 4 binding protein alpha [Source:HGNC Symbol;Acc:HGNC:1325]"
"2226","ENSG00000184047","DIABLO","diablo IAP-binding mitochondrial protein [Source:HGNC Symbol;Acc:HGNC:21528]"
"2227","ENSG00000118513","MYB","MYB proto-oncogene, transcription factor [Source:HGNC Symbol;Acc:HGNC:7545]"
"2228","ENSG00000164175","SLC45A2","solute carrier family 45 member 2 [Source:HGNC Symbol;Acc:HGNC:16472]"
"2229","ENSG00000143507","DUSP10","dual specificity phosphatase 10 [Source:HGNC Symbol;Acc:HGNC:3065]"
"2230","ENSG00000039068","CDH1","cadherin 1 [Source:HGNC Symbol;Acc:HGNC:1748]"
"2231","ENSG00000183117","CSMD1","CUB and Sushi multiple domains 1 [Source:HGNC Symbol;Acc:HGNC:14026]"
"2232","ENSG00000074317","SNCB","synuclein beta [Source:HGNC Symbol;Acc:HGNC:11140]"
"2233","ENSG00000011600","TYROBP","transmembrane immune signaling adaptor TYROBP [Source:HGNC Symbol;Acc:HGNC:12449]"
"2234","ENSG00000129757","CDKN1C","cyclin dependent kinase inhibitor 1C [Source:HGNC Symbol;Acc:HGNC:1786]"
"2235","ENSG00000181163","NPM1","nucleophosmin 1 [Source:HGNC Symbol;Acc:HGNC:7910]"
"2236","ENSG00000134107","BHLHE40","basic helix-loop-helix family member e40 [Source:HGNC Symbol;Acc:HGNC:1046]"
"2237","ENSG00000072062","PRKACA","protein kinase cAMP-activated catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9380]"
"2238","ENSG00000156011","PSD3","pleckstrin and Sec7 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:19093]"
"2239","ENSG00000187672","ERC2","ELKS/RAB6-interacting/CAST family member 2 [Source:HGNC Symbol;Acc:HGNC:31922]"
"2240","ENSG00000166225","FRS2","fibroblast growth factor receptor substrate 2 [Source:HGNC Symbol;Acc:HGNC:16971]"
"2241","ENSG00000197965","MPZL1","myelin protein zero like 1 [Source:HGNC Symbol;Acc:HGNC:7226]"
"2242","ENSG00000166801","FAM111A","FAM111 trypsin like peptidase A [Source:HGNC Symbol;Acc:HGNC:24725]"
"2243","ENSG00000143493","INTS7","integrator complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:24484]"
"2244","ENSG00000156931","VPS8","VPS8 subunit of CORVET complex [Source:HGNC Symbol;Acc:HGNC:29122]"
"2245","ENSG00000149968","MMP3","matrix metallopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:7173]"
"2246","ENSG00000048392","RRM2B","ribonucleotide reductase regulatory TP53 inducible subunit M2B [Source:HGNC Symbol;Acc:HGNC:17296]"
"2247","ENSG00000177885","GRB2","growth factor receptor bound protein 2 [Source:HGNC Symbol;Acc:HGNC:4566]"
"2248","ENSG00000187240","DYNC2H1","dynein cytoplasmic 2 heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2962]"
"2249","ENSG00000196455","PIK3R4","phosphoinositide-3-kinase regulatory subunit 4 [Source:HGNC Symbol;Acc:HGNC:8982]"
"2250","ENSG00000145604","SKP2","S-phase kinase associated protein 2 [Source:HGNC Symbol;Acc:HGNC:10901]"
"2251","ENSG00000167085","PHB","prohibitin [Source:HGNC Symbol;Acc:HGNC:8912]"
"2252","ENSG00000099804","CDC34","cell division cycle 34, ubiqiutin conjugating enzyme [Source:HGNC Symbol;Acc:HGNC:1734]"
"2253","ENSG00000145907","G3BP1","G3BP stress granule assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30292]"
"2254","ENSG00000007908","SELE","selectin E [Source:HGNC Symbol;Acc:HGNC:10718]"
"2255","ENSG00000178209","PLEC","plectin [Source:HGNC Symbol;Acc:HGNC:9069]"
"2256","ENSG00000174775","HRAS","HRas proto-oncogene, GTPase [Source:HGNC Symbol;Acc:HGNC:5173]"
"2257","ENSG00000092978","GPATCH2","G-patch domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25499]"
"2258","ENSG00000103494","RPGRIP1L","RPGRIP1 like [Source:HGNC Symbol;Acc:HGNC:29168]"
"2259","ENSG00000139220","PPFIA2","PTPRF interacting protein alpha 2 [Source:HGNC Symbol;Acc:HGNC:9246]"
"2260","ENSG00000169252","ADRB2","adrenoceptor beta 2 [Source:HGNC Symbol;Acc:HGNC:286]"
"2261","ENSG00000177595","PIDD1","p53-induced death domain protein 1 [Source:HGNC Symbol;Acc:HGNC:16491]"
"2262","ENSG00000141480","ARRB2","arrestin beta 2 [Source:HGNC Symbol;Acc:HGNC:712]"
"2263","ENSG00000112851","ERBIN","erbb2 interacting protein [Source:HGNC Symbol;Acc:HGNC:15842]"
"2264","ENSG00000079999","KEAP1","kelch like ECH associated protein 1 [Source:HGNC Symbol;Acc:HGNC:23177]"
"2265","ENSG00000115009","CCL20","C-C motif chemokine ligand 20 [Source:HGNC Symbol;Acc:HGNC:10619]"
"2266","ENSG00000186318","BACE1","beta-secretase 1 [Source:HGNC Symbol;Acc:HGNC:933]"
"2267","ENSG00000074047","GLI2","GLI family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:4318]"
"2268","ENSG00000129219","PLD2","phospholipase D2 [Source:HGNC Symbol;Acc:HGNC:9068]"
"2269","ENSG00000048649","RSF1","remodeling and spacing factor 1 [Source:HGNC Symbol;Acc:HGNC:18118]"
"2270","ENSG00000141503","MINK1","misshapen like kinase 1 [Source:HGNC Symbol;Acc:HGNC:17565]"
"2271","ENSG00000197461","PDGFA","platelet derived growth factor subunit A [Source:HGNC Symbol;Acc:HGNC:8799]"
"2272","ENSG00000263001","GTF2I","general transcription factor IIi [Source:HGNC Symbol;Acc:HGNC:4659]"
"2273","ENSG00000189067","LITAF","lipopolysaccharide induced TNF factor [Source:HGNC Symbol;Acc:HGNC:16841]"
"2274","ENSG00000149554","CHEK1","checkpoint kinase 1 [Source:HGNC Symbol;Acc:HGNC:1925]"
"2275","ENSG00000137869","CYP19A1","cytochrome P450 family 19 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2594]"
"2276","ENSG00000196504","PRPF40A","pre-mRNA processing factor 40 homolog A [Source:HGNC Symbol;Acc:HGNC:16463]"
"2277","ENSG00000158985","CDC42SE2","CDC42 small effector 2 [Source:HGNC Symbol;Acc:HGNC:18547]"
"2278","ENSG00000050748","MAPK9","mitogen-activated protein kinase 9 [Source:HGNC Symbol;Acc:HGNC:6886]"
"2279","ENSG00000130844","ZNF331","zinc finger protein 331 [Source:HGNC Symbol;Acc:HGNC:15489]"
"2280","ENSG00000018408","WWTR1","WW domain containing transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:24042]"
"2281","ENSG00000144749","LRIG1","leucine rich repeats and immunoglobulin like domains 1 [Source:HGNC Symbol;Acc:HGNC:17360]"
"2282","ENSG00000105723","GSK3A","glycogen synthase kinase 3 alpha [Source:HGNC Symbol;Acc:HGNC:4616]"
"2283","ENSG00000082074","FYB1","FYN binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4036]"
"2284","ENSG00000160999","SH2B2","SH2B adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:17381]"
"2285","ENSG00000067225","PKM","pyruvate kinase M1/2 [Source:HGNC Symbol;Acc:HGNC:9021]"
"2286","ENSG00000163947","ARHGEF3","Rho guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:683]"
"2287","ENSG00000144048","DUSP11","dual specificity phosphatase 11 [Source:HGNC Symbol;Acc:HGNC:3066]"
"2288","ENSG00000170959","DCDC1","doublecortin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20625]"
"2289","ENSG00000159388","BTG2","BTG anti-proliferation factor 2 [Source:HGNC Symbol;Acc:HGNC:1131]"
"2290","ENSG00000182667","NTM","neurotrimin [Source:HGNC Symbol;Acc:HGNC:17941]"
"2291","ENSG00000154589","LY96","lymphocyte antigen 96 [Source:HGNC Symbol;Acc:HGNC:17156]"
"2292","ENSG00000114737","CISH","cytokine inducible SH2 containing protein [Source:HGNC Symbol;Acc:HGNC:1984]"
"2293","ENSG00000154188","ANGPT1","angiopoietin 1 [Source:HGNC Symbol;Acc:HGNC:484]"
"2294","ENSG00000089685","BIRC5","baculoviral IAP repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:593]"
"2295","ENSG00000091010","POU4F3","POU class 4 homeobox 3 [Source:HGNC Symbol;Acc:HGNC:9220]"
"2296","ENSG00000197885","NKIRAS1","NFKB inhibitor interacting Ras like 1 [Source:HGNC Symbol;Acc:HGNC:17899]"
"2297","ENSG00000048052","HDAC9","histone deacetylase 9 [Source:HGNC Symbol;Acc:HGNC:14065]"
"2298","ENSG00000110497","AMBRA1","autophagy and beclin 1 regulator 1 [Source:HGNC Symbol;Acc:HGNC:25990]"
"2299","ENSG00000115241","PPM1G","protein phosphatase, Mg2+/Mn2+ dependent 1G [Source:HGNC Symbol;Acc:HGNC:9278]"
"2300","ENSG00000163785","RYK","receptor like tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:10481]"
"2301","ENSG00000187555","USP7","ubiquitin specific peptidase 7 [Source:HGNC Symbol;Acc:HGNC:12630]"
"2302","ENSG00000156475","PPP2R2B","protein phosphatase 2 regulatory subunit Bbeta [Source:HGNC Symbol;Acc:HGNC:9305]"
"2303","ENSG00000073060","SCARB1","scavenger receptor class B member 1 [Source:HGNC Symbol;Acc:HGNC:1664]"
"2304","ENSG00000196453","ZNF777","zinc finger protein 777 [Source:HGNC Symbol;Acc:HGNC:22213]"
"2305","ENSG00000181220","ZNF746","zinc finger protein 746 [Source:HGNC Symbol;Acc:HGNC:21948]"
"2306","ENSG00000173175","ADCY5","adenylate cyclase 5 [Source:HGNC Symbol;Acc:HGNC:236]"
"2307","ENSG00000092820","EZR","ezrin [Source:HGNC Symbol;Acc:HGNC:12691]"
"2308","ENSG00000111846","GCNT2","glucosaminyl (N-acetyl) transferase 2 (I blood group) [Source:HGNC Symbol;Acc:HGNC:4204]"
"2309","ENSG00000163848","ZNF148","zinc finger protein 148 [Source:HGNC Symbol;Acc:HGNC:12933]"
"2310","ENSG00000091831","ESR1","estrogen receptor 1 [Source:HGNC Symbol;Acc:HGNC:3467]"
"2311","ENSG00000062370","ZNF112","zinc finger protein 112 [Source:HGNC Symbol;Acc:HGNC:12892]"
"2312","ENSG00000168959","GRM5","glutamate metabotropic receptor 5 [Source:HGNC Symbol;Acc:HGNC:4597]"
"2313","ENSG00000105287","PRKD2","protein kinase D2 [Source:HGNC Symbol;Acc:HGNC:17293]"
"2314","ENSG00000118495","PLAGL1","PLAG1 like zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:9046]"
"2315","ENSG00000061936","SFSWAP","splicing factor SWAP [Source:HGNC Symbol;Acc:HGNC:10790]"
"2316","ENSG00000157429","ZNF19","zinc finger protein 19 [Source:HGNC Symbol;Acc:HGNC:12981]"
"2317","ENSG00000112530","PACRG","parkin coregulated [Source:HGNC Symbol;Acc:HGNC:19152]"
"2318","ENSG00000177169","ULK1","unc-51 like autophagy activating kinase 1 [Source:HGNC Symbol;Acc:HGNC:12558]"
"2319","ENSG00000162909","CAPN2","calpain 2 [Source:HGNC Symbol;Acc:HGNC:1479]"
"2320","ENSG00000040199","PHLPP2","PH domain and leucine rich repeat protein phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:29149]"
"2321","ENSG00000117650","NEK2","NIMA related kinase 2 [Source:HGNC Symbol;Acc:HGNC:7745]"
"2322","ENSG00000112715","VEGFA","vascular endothelial growth factor A [Source:HGNC Symbol;Acc:HGNC:12680]"
"2323","ENSG00000147408","CSGALNACT1","chondroitin sulfate N-acetylgalactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:24290]"
"2324","ENSG00000133816","MICAL2","microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24693]"
"2325","ENSG00000104814","MAP4K1","mitogen-activated protein kinase kinase kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:6863]"
"2326","ENSG00000167004","PDIA3","protein disulfide isomerase family A member 3 [Source:HGNC Symbol;Acc:HGNC:4606]"
"2327","ENSG00000143514","TP53BP2","tumor protein p53 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:12000]"
"2328","ENSG00000127022","CANX","calnexin [Source:HGNC Symbol;Acc:HGNC:1473]"
"2329","ENSG00000110693","SOX6","SRY-box transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:16421]"
"2330","ENSG00000173402","DAG1","dystroglycan 1 [Source:HGNC Symbol;Acc:HGNC:2666]"
"2331","ENSG00000177084","POLE","DNA polymerase epsilon, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9177]"
"2332","ENSG00000137486","ARRB1","arrestin beta 1 [Source:HGNC Symbol;Acc:HGNC:711]"
"2333","ENSG00000184557","SOCS3","suppressor of cytokine signaling 3 [Source:HGNC Symbol;Acc:HGNC:19391]"
"2334","ENSG00000141736","ERBB2","erb-b2 receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:3430]"
"2335","ENSG00000166598","HSP90B1","heat shock protein 90 beta family member 1 [Source:HGNC Symbol;Acc:HGNC:12028]"
"2336","ENSG00000118898","PPL","periplakin [Source:HGNC Symbol;Acc:HGNC:9273]"
"2337","ENSG00000187720","THSD4","thrombospondin type 1 domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25835]"
"2338","ENSG00000171914","TLN2","talin 2 [Source:HGNC Symbol;Acc:HGNC:15447]"
"2339","ENSG00000143207","COP1","COP1 E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:17440]"
"2340","ENSG00000141376","BCAS3","BCAS3 microtubule associated cell migration factor [Source:HGNC Symbol;Acc:HGNC:14347]"
"2341","ENSG00000125746","EML2","EMAP like 2 [Source:HGNC Symbol;Acc:HGNC:18035]"
"2342","ENSG00000079215","SLC1A3","solute carrier family 1 member 3 [Source:HGNC Symbol;Acc:HGNC:10941]"
"2343","ENSG00000188906","LRRK2","leucine rich repeat kinase 2 [Source:HGNC Symbol;Acc:HGNC:18618]"
"2344","ENSG00000183770","FOXL2","forkhead box L2 [Source:HGNC Symbol;Acc:HGNC:1092]"
"2345","ENSG00000158941","CCAR2","cell cycle and apoptosis regulator 2 [Source:HGNC Symbol;Acc:HGNC:23360]"
"2346","ENSG00000166501","PRKCB","protein kinase C beta [Source:HGNC Symbol;Acc:HGNC:9395]"
"2347","ENSG00000096654","ZNF184","zinc finger protein 184 [Source:HGNC Symbol;Acc:HGNC:12975]"
"2348","ENSG00000160551","TAOK1","TAO kinase 1 [Source:HGNC Symbol;Acc:HGNC:29259]"
"2349","ENSG00000158402","CDC25C","cell division cycle 25C [Source:HGNC Symbol;Acc:HGNC:1727]"
"2350","ENSG00000028116","VRK2","VRK serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12719]"
"2351","ENSG00000092969","TGFB2","transforming growth factor beta 2 [Source:HGNC Symbol;Acc:HGNC:11768]"
"2352","ENSG00000163545","NUAK2","NUAK family kinase 2 [Source:HGNC Symbol;Acc:HGNC:29558]"
"2353","ENSG00000185033","SEMA4B","semaphorin 4B [Source:HGNC Symbol;Acc:HGNC:10730]"
"2354","ENSG00000007237","GAS7","growth arrest specific 7 [Source:HGNC Symbol;Acc:HGNC:4169]"
"2355","ENSG00000120738","EGR1","early growth response 1 [Source:HGNC Symbol;Acc:HGNC:3238]"
"2356","ENSG00000163746","PLSCR2","phospholipid scramblase 2 [Source:HGNC Symbol;Acc:HGNC:16494]"
"2357","ENSG00000141837","CACNA1A","calcium voltage-gated channel subunit alpha1 A [Source:HGNC Symbol;Acc:HGNC:1388]"
"2358","ENSG00000188313","PLSCR1","phospholipid scramblase 1 [Source:HGNC Symbol;Acc:HGNC:9092]"
"2359","ENSG00000072803","FBXW11","F-box and WD repeat domain containing 11 [Source:HGNC Symbol;Acc:HGNC:13607]"
"2360","ENSG00000143641","GALNT2","polypeptide N-acetylgalactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:4124]"
"2361","ENSG00000113525","IL5","interleukin 5 [Source:HGNC Symbol;Acc:HGNC:6016]"
"2362","ENSG00000111331","OAS3","2'-5'-oligoadenylate synthetase 3 [Source:HGNC Symbol;Acc:HGNC:8088]"
"2363","ENSG00000111335","OAS2","2'-5'-oligoadenylate synthetase 2 [Source:HGNC Symbol;Acc:HGNC:8087]"
"2364","ENSG00000112137","PHACTR1","phosphatase and actin regulator 1 [Source:HGNC Symbol;Acc:HGNC:20990]"
"2365","ENSG00000168243","GNG4","G protein subunit gamma 4 [Source:HGNC Symbol;Acc:HGNC:4407]"
"2366","ENSG00000184182","UBE2F","ubiquitin conjugating enzyme E2 F (putative) [Source:HGNC Symbol;Acc:HGNC:12480]"
"2367","ENSG00000125347","IRF1","interferon regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:6116]"
"2368","ENSG00000135114","OASL","2'-5'-oligoadenylate synthetase like [Source:HGNC Symbol;Acc:HGNC:8090]"
"2369","ENSG00000133895","MEN1","menin 1 [Source:HGNC Symbol;Acc:HGNC:7010]"
"2370","ENSG00000066027","PPP2R5A","protein phosphatase 2 regulatory subunit B'alpha [Source:HGNC Symbol;Acc:HGNC:9309]"
"2371","ENSG00000177119","ANO6","anoctamin 6 [Source:HGNC Symbol;Acc:HGNC:25240]"
"2372","ENSG00000178607","ERN1","endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]"
"2373","ENSG00000162733","DDR2","discoidin domain receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:2731]"
"2374","ENSG00000114251","WNT5A","Wnt family member 5A [Source:HGNC Symbol;Acc:HGNC:12784]"
"2375","ENSG00000186868","MAPT","microtubule associated protein tau [Source:HGNC Symbol;Acc:HGNC:6893]"
"2376","ENSG00000112419","PHACTR2","phosphatase and actin regulator 2 [Source:HGNC Symbol;Acc:HGNC:20956]"
"2377","ENSG00000173327","MAP3K11","mitogen-activated protein kinase kinase kinase 11 [Source:HGNC Symbol;Acc:HGNC:6850]"
"2378","ENSG00000184349","EFNA5","ephrin A5 [Source:HGNC Symbol;Acc:HGNC:3225]"
"2379","ENSG00000134058","CDK7","cyclin dependent kinase 7 [Source:HGNC Symbol;Acc:HGNC:1778]"
"2380","ENSG00000162772","ATF3","activating transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:785]"
"2381","ENSG00000076356","PLXNA2","plexin A2 [Source:HGNC Symbol;Acc:HGNC:9100]"
"2382","ENSG00000152942","RAD17","RAD17 checkpoint clamp loader component [Source:HGNC Symbol;Acc:HGNC:9807]"
"2383","ENSG00000116711","PLA2G4A","phospholipase A2 group IVA [Source:HGNC Symbol;Acc:HGNC:9035]"
"2384","ENSG00000164506","STXBP5","syntaxin binding protein 5 [Source:HGNC Symbol;Acc:HGNC:19665]"
"2385","ENSG00000074706","IPCEF1","interaction protein for cytohesin exchange factors 1 [Source:HGNC Symbol;Acc:HGNC:21204]"
"2386","ENSG00000164086","DUSP7","dual specificity phosphatase 7 [Source:HGNC Symbol;Acc:HGNC:3073]"
"2387","ENSG00000186298","PPP1CC","protein phosphatase 1 catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:9283]"
"2388","ENSG00000164088","PPM1M","protein phosphatase, Mg2+/Mn2+ dependent 1M [Source:HGNC Symbol;Acc:HGNC:26506]"
"2389","ENSG00000117707","PROX1","prospero homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9459]"
"2390","ENSG00000163923","RPL39L","ribosomal protein L39 like [Source:HGNC Symbol;Acc:HGNC:17094]"
"2391","ENSG00000073849","ST6GAL1","ST6 beta-galactoside alpha-2,6-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10860]"
"2392","ENSG00000197822","OCLN","occludin [Source:HGNC Symbol;Acc:HGNC:8104]"
"2393","ENSG00000180370","PAK2","p21 (RAC1) activated kinase 2 [Source:HGNC Symbol;Acc:HGNC:8591]"
"2394","ENSG00000171617","ENC1","ectodermal-neural cortex 1 [Source:HGNC Symbol;Acc:HGNC:3345]"
"2395","ENSG00000174175","SELP","selectin P [Source:HGNC Symbol;Acc:HGNC:10721]"
"2396","ENSG00000071909","MYO3B","myosin IIIB [Source:HGNC Symbol;Acc:HGNC:15576]"
"2397","ENSG00000185338","SOCS1","suppressor of cytokine signaling 1 [Source:HGNC Symbol;Acc:HGNC:19383]"
"2398","ENSG00000164695","CHMP4C","charged multivesicular body protein 4C [Source:HGNC Symbol;Acc:HGNC:30599]"
"2399","ENSG00000168916","ZNF608","zinc finger protein 608 [Source:HGNC Symbol;Acc:HGNC:29238]"
"2400","ENSG00000170515","PA2G4","proliferation-associated 2G4 [Source:HGNC Symbol;Acc:HGNC:8550]"
"2401","ENSG00000115317","HTRA2","HtrA serine peptidase 2 [Source:HGNC Symbol;Acc:HGNC:14348]"
"2402","ENSG00000113312","TTC1","tetratricopeptide repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:12391]"
"2403","ENSG00000197063","MAFG","MAF bZIP transcription factor G [Source:HGNC Symbol;Acc:HGNC:6781]"
"2404","ENSG00000110330","BIRC2","baculoviral IAP repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:590]"
"2405","ENSG00000074964","ARHGEF10L","Rho guanine nucleotide exchange factor 10 like [Source:HGNC Symbol;Acc:HGNC:25540]"
"2406","ENSG00000082175","PGR","progesterone receptor [Source:HGNC Symbol;Acc:HGNC:8910]"
"2407","ENSG00000145632","PLK2","polo like kinase 2 [Source:HGNC Symbol;Acc:HGNC:19699]"
"2408","ENSG00000023171","GRAMD1B","GRAM domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29214]"
"2409","ENSG00000080546","SESN1","sestrin 1 [Source:HGNC Symbol;Acc:HGNC:21595]"
"2410","ENSG00000079841","RIMS1","regulating synaptic membrane exocytosis 1 [Source:HGNC Symbol;Acc:HGNC:17282]"
"2411","ENSG00000172037","LAMB2","laminin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6487]"
"2412","ENSG00000179218","CALR","calreticulin [Source:HGNC Symbol;Acc:HGNC:1455]"
"2413","ENSG00000130303","BST2","bone marrow stromal cell antigen 2 [Source:HGNC Symbol;Acc:HGNC:1119]"
"2414","ENSG00000137745","MMP13","matrix metallopeptidase 13 [Source:HGNC Symbol;Acc:HGNC:7159]"
"2415","ENSG00000099866","MADCAM1","mucosal vascular addressin cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:6765]"
"2416","ENSG00000149177","PTPRJ","protein tyrosine phosphatase receptor type J [Source:HGNC Symbol;Acc:HGNC:9673]"
"2417","ENSG00000167770","OTUB1","OTU deubiquitinase, ubiquitin aldehyde binding 1 [Source:HGNC Symbol;Acc:HGNC:23077]"
"2418","ENSG00000115594","IL1R1","interleukin 1 receptor type 1 [Source:HGNC Symbol;Acc:HGNC:5993]"
"2419","ENSG00000143333","RGS16","regulator of G protein signaling 16 [Source:HGNC Symbol;Acc:HGNC:9997]"
"2420","ENSG00000033627","ATP6V0A1","ATPase H+ transporting V0 subunit a1 [Source:HGNC Symbol;Acc:HGNC:865]"
"2421","ENSG00000151414","NEK7","NIMA related kinase 7 [Source:HGNC Symbol;Acc:HGNC:13386]"
"2422","ENSG00000186111","PIP5K1C","phosphatidylinositol-4-phosphate 5-kinase type 1 gamma [Source:HGNC Symbol;Acc:HGNC:8996]"
"2423","ENSG00000105127","AKAP8","A-kinase anchoring protein 8 [Source:HGNC Symbol;Acc:HGNC:378]"
"2424","ENSG00000082701","GSK3B","glycogen synthase kinase 3 beta [Source:HGNC Symbol;Acc:HGNC:4617]"
"2425","ENSG00000070808","CAMK2A","calcium/calmodulin dependent protein kinase II alpha [Source:HGNC Symbol;Acc:HGNC:1460]"
"2426","ENSG00000089351","GRAMD1A","GRAM domain containing 1A [Source:HGNC Symbol;Acc:HGNC:29305]"
"2427","ENSG00000110492","MDK","midkine [Source:HGNC Symbol;Acc:HGNC:6972]"
"2428","ENSG00000114316","USP4","ubiquitin specific peptidase 4 [Source:HGNC Symbol;Acc:HGNC:12627]"
"2429","ENSG00000163568","AIM2","absent in melanoma 2 [Source:HGNC Symbol;Acc:HGNC:357]"
"2430","ENSG00000110944","IL23A","interleukin 23 subunit alpha [Source:HGNC Symbol;Acc:HGNC:15488]"
"2431","ENSG00000143322","ABL2","ABL proto-oncogene 2, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:77]"
"2432","ENSG00000166313","APBB1","amyloid beta precursor protein binding family B member 1 [Source:HGNC Symbol;Acc:HGNC:581]"
"2433","ENSG00000090097","PCBP4","poly(rC) binding protein 4 [Source:HGNC Symbol;Acc:HGNC:8652]"
"2434","ENSG00000185947","ZNF267","zinc finger protein 267 [Source:HGNC Symbol;Acc:HGNC:13060]"
"2435","ENSG00000277462","ZNF670","zinc finger protein 670 [Source:HGNC Symbol;Acc:HGNC:28167]"
"2436","ENSG00000177200","CHD9","chromodomain helicase DNA binding protein 9 [Source:HGNC Symbol;Acc:HGNC:25701]"
"2437","ENSG00000144381","HSPD1","heat shock protein family D (Hsp60) member 1 [Source:HGNC Symbol;Acc:HGNC:5261]"
"2438","ENSG00000026508","CD44","CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681]"
"2439","ENSG00000144357","UBR3","ubiquitin protein ligase E3 component n-recognin 3 [Source:HGNC Symbol;Acc:HGNC:30467]"
"2440","ENSG00000178188","SH2B1","SH2B adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30417]"
"2441","ENSG00000115263","GCG","glucagon [Source:HGNC Symbol;Acc:HGNC:4191]"
"2442","ENSG00000141252","VPS53","VPS53 subunit of GARP complex [Source:HGNC Symbol;Acc:HGNC:25608]"
"2443","ENSG00000075711","DLG1","discs large MAGUK scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:2900]"
"2444","ENSG00000197635","DPP4","dipeptidyl peptidase 4 [Source:HGNC Symbol;Acc:HGNC:3009]"
"2445","ENSG00000134571","MYBPC3","myosin binding protein C3 [Source:HGNC Symbol;Acc:HGNC:7551]"
"2446","ENSG00000172530","BANP","BTG3 associated nuclear protein [Source:HGNC Symbol;Acc:HGNC:13450]"
